rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 71 기 3분기말,3438764354430,제 70 기말,3334370027478,7,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 71 기 3분기말,1798822094702,제 70 기말,1757699533283,8,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 71 기 3분기말,719795588511,제 70 기말,742445231766,9,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 71 기 3분기말,782122747,제 70 기말,727603597,10,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 71 기 3분기말,569327243229,제 70 기말,540445113698,11,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 71 기 3분기말,4019692070,제 70 기말,4019692070,12,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 71 기 3분기말,44779641141,제 70 기말,46368833791,13,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 71 기 3분기말,2410790759,제 70 기말,2077859235,14,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 71 기 3분기말,27592105394,제 70 기말,17900000000,15,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 71 기 3분기말,430114910851,제 70 기말,403715199126,16,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 71 기 3분기말,1639942259728,제 70 기말,1576670494195,17,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 71 기 3분기말,696589154,제 70 기말,8201778973,18,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,dart_NonCurrentFairValueFinancialAsset,당기손익공정가치측정금융자산,-,제 71 기 3분기말,27415744619,제 70 기말,26137687858,19,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,-표준계정코드 미사용-,관계공동기업투자주식,-,제 71 기 3분기말,82812080829,제 70 기말,69642968091,20,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,-표준계정코드 미사용-,무형자산,-,제 71 기 3분기말,149062291766,제 70 기말,151526238765,21,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 71 기 3분기말,21173792119,제 70 기말,17671977611,22,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 71 기 3분기말,29270239335,제 70 기말,29426942171,23,KRW,제 69 기,30086000000,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익공정가치측정금융자산,-,제 71 기 3분기말,12094328089,제 70 기말,10647559591,24,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 71 기 3분기말,24107709892,제 70 기말,27708690255,25,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 71 기 3분기말,41392296729,제 70 기말,40669245963,26,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 71 기 3분기말,1186825741094,제 70 기말,1132764353016,27,KRW,제 69 기,1063613000000,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 71 기 3분기말,65091446102,제 70 기말,62273051901,28,KRW,제 69 기,69028000000,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 71 기 3분기말,1409017248355,제 70 기말,1343746604632,30,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의소유지분,-,제 71 기 3분기말,1383985922228,제 70 기말,1321098135700,31,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 71 기 3분기말,182980827901,제 70 기말,170164034778,32,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 71 기 3분기말,36018248000,제 70 기말,36018248000,33,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 71 기 3분기말,1091518893327,제 70 기말,1041447899922,34,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_SharePremium,주식발행초과금,-,제 71 기 3분기말,73467953000,제 70 기말,73467953000,35,KRW,,,,,,,연결
20241114002086,11014,2024,00121941,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 71 기 3분기말,25031326127,제 70 기말,22648468932,36,KRW,,,,,,,연결
