rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 63 기 3분기말,31750584093059,제 62 기말,30391776029656,7,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 63 기 3분기말,8965145777802,제 62 기말,8595169639226,8,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,dart_ShortTermDueFromCustomersForContractWork,미청구공사,-,제 63 기 3분기말,5695232456,제 62 기말,2780161849,9,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 63 기 3분기말,677629305911,제 62 기말,622787378176,10,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_CurrentDerivativeFinancialAssets,유동성파생상품자산,-,제 63 기 3분기말,45939478095,제 62 기말,44511015862,11,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_CurrentFinanceLeaseReceivables,유동성리스채권,-,제 63 기 3분기말,6752796282,제 62 기말,16097044303,12,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtAmortisedCost,유동성상각후원가측정금융자산,-,제 63 기 3분기말,2521243710,제 62 기말,22455000,13,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 63 기 3분기말,1235113457,제 62 기말,1097686265,14,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 63 기 3분기말,898606375546,제 62 기말,853580309361,15,KRW,,,,,,,연결
20241114002512,11014,2024,00113526,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 63 기 3분기말,735255496447,제 62 기말,499807199,16,KRW,,,,,,,연결
