rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 71 기 1분기말,3448240066816,제 70 기말,3334370027478,7,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 71 기 1분기말,1857795816361,제 70 기말,1757699533283,8,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 71 기 1분기말,776386077280,제 70 기말,742445231766,9,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 71 기 1분기말,744132890,제 70 기말,727603597,10,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 71 기 1분기말,559405684526,제 70 기말,540445113698,11,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 71 기 1분기말,4019692070,제 70 기말,4019692070,12,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 71 기 1분기말,68268277439,제 70 기말,46368833791,13,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 71 기 1분기말,2359683671,제 70 기말,2077859235,14,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 71 기 1분기말,26262332500,제 70 기말,17900000000,15,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 71 기 1분기말,420349935985,제 70 기말,403715199126,16,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 71 기 1분기말,1590444250455,제 70 기말,1576670494195,17,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 71 기 1분기말,937713620,제 70 기말,8201778973,18,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,dart_NonCurrentFairValueFinancialAsset,당기손익공정가치측정금융자산,-,제 71 기 1분기말,27415744619,제 70 기말,26137687858,19,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,-표준계정코드 미사용-,관계공동기업투자주식,-,제 71 기 1분기말,74282386202,제 70 기말,69642968091,20,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,-표준계정코드 미사용-,무형자산,-,제 71 기 1분기말,151458069792,제 70 기말,151526238765,21,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 71 기 1분기말,20584352279,제 70 기말,17671977611,22,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 71 기 1분기말,29437586503,제 70 기말,29426942171,23,KRW,제 69 기,30086000000,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익공정가치측정금융자산,-,제 71 기 1분기말,10647559591,제 70 기말,10647559591,24,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 71 기 1분기말,28210230096,제 70 기말,27708690255,25,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 71 기 1분기말,40768111863,제 70 기말,40669245963,26,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 71 기 1분기말,1149718645524,제 70 기말,1132764353016,27,KRW,제 69 기,1063613000000,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 71 기 1분기말,56983850366,제 70 기말,62273051901,28,KRW,제 69 기,69028000000,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 71 기 1분기말,1343522641133,제 70 기말,1343746604632,30,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의소유지분,-,제 71 기 1분기말,1320211283794,제 70 기말,1321098135700,31,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 71 기 1분기말,178977753332,제 70 기말,170164034778,32,KRW,,,,,,,연결
20240516001137,11013,2024,00121941,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 71 기 1분기말,36018248000,제 70 기말,36018248000,33,KRW,,,,,,,연결
