날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2019-01-02,773.19,774.09,743.98,749.02,17723913,186184532362,17660726766360,,,,,,,
2019-01-03,753.72,761.75,745.43,753.27,19918221,259824083623,17761195197417,,,,,,,
2019-01-04,748.46,769.28,741.69,768.41,16499501,161740071966,18117815119862,,,,,,,
2019-01-07,779.33,779.33,768.19,773.21,70756403,340878868949,18231091825641,,,,,,,
2019-01-08,777.73,780.09,761.64,764.28,54667564,325981963971,18160231572092,,,,,,,
2019-01-09,773.32,793.28,773.32,788.27,37406028,235190787895,18730087700411,,,,,,,
2019-01-10,791.94,793.26,776.79,779.7,33293582,204847048176,18526466323980,,,,,,,
2019-01-11,780.5,796.92,774.46,795.0,34096708,229963730196,18890159074246,,,,,,,
2019-01-14,796.37,806.35,794.29,803.7,29190857,248019753907,19096982626705,,,,,,,
2019-01-15,808.93,823.2,804.26,820.39,23144353,193866486064,19494773363634,,,,,,,
2019-01-16,823.58,826.75,816.87,822.42,38851441,227431871792,19542932668670,,,,,,,
2019-01-17,827.13,828.0,814.9,817.65,30062111,237210960019,19428824820482,,,,,,,
2019-01-18,829.44,842.87,826.14,836.91,42515101,278809022502,19886675056425,,,,,,,
2019-01-21,849.06,854.98,836.26,839.53,27485953,210841373120,19948653916307,,,,,,,
2019-01-22,844.42,845.68,822.27,825.19,28246684,190577222135,19618186985722,,71.7719905700774,,,,,
2019-01-23,820.48,841.23,819.4,840.79,35015209,191304841888,19988986196120,,75.96914051759383,,,,,
2019-01-24,835.83,839.36,827.92,830.65,33200696,190281701293,19747975212654,,68.8075667250779,,,,,
2019-01-25,830.29,840.67,827.19,837.31,23365114,172259338803,19906368916313,,70.75744512911957,,,,,
2019-01-28,840.92,850.24,839.24,845.04,42489338,226809614735,20089635058253,,72.87673421852703,,,,,
2019-01-29,837.49,842.06,830.14,834.17,56163854,330353179998,19836305752393,806.2455,65.66942977388439,743.6941439875202,806.2455,868.7968560124798,15.51670204980488,0.723212587065488
2019-01-30,840.07,843.65,834.02,843.17,21743287,184330053645,20050347472815,810.953,68.45145432079848,752.2864670872738,810.953,869.6195329127262,14.468540818697562,0.7745773305534076
2019-01-31,853.26,856.21,837.26,848.14,26595878,211803440852,20168456828468,815.6965,69.90195134818246,761.2642686384255,815.6965,870.1287313615745,13.346197111689092,0.7980173620339851
2019-02-01,850.08,855.66,846.65,851.64,26040318,252298317748,20256419343419,819.858,70.91606584461161,767.8505014637313,819.858,871.8654985362685,12.686952749444075,0.8055520924337107
2019-02-07,860.54,867.18,855.01,863.5,19339549,220132202952,20540434442280,824.3725000000001,74.10055932557688,773.6874458419943,824.3725000000001,875.0575541580058,12.296638754447958,0.8859865659610794
2019-02-08,857.33,865.8,856.05,859.72,21648734,188828052570,20451127325152,829.1445,71.416586621787,784.3610854472888,829.1445,873.9279145527112,10.802318426453093,0.841370798825667
2019-02-11,864.16,864.16,847.56,851.19,19440883,161733790986,20252030893203,832.2905000000001,65.63882864839674,790.7090038869453,832.2905000000001,873.8719961130548,9.992063134940205,0.7272585376511547
2019-02-12,855.05,859.87,849.95,851.36,33836378,199636761879,20255249750700,835.8735,65.69838928676937,801.272253042701,835.8735,870.4747469572991,8.279063029824263,0.7237852875520883
2019-02-13,856.02,860.06,847.46,855.68,37653124,249045223475,20358554670433,838.9075,67.251841083244,808.8283285519698,838.9075,868.9866714480303,7.1710341004294875,0.7788058844802103
2019-02-14,848.48,851.0,829.75,841.31,28042979,253315010399,20017751780419,840.7879999999999,57.8643032439272,815.4137566812327,840.7879999999999,866.1622433187671,6.035824326409793,0.5102860210143482
2019-02-15,839.15,844.02,832.43,838.41,19679729,184622640189,19948832462892,841.689,56.16055726379274,818.0559655778187,841.689,865.3220344221812,5.615621547194095,0.4306267671467015
2019-02-18,841.31,846.72,837.68,844.7,20177638,167663798615,20104914770670,842.8030000000001,58.98160302386652,820.86876456769,842.8030000000001,864.7372354323102,5.205068190860748,0.543242902307996
