,날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,111.71,112.64,111.14,112.21,2919236,61318228330,22161476669985,,,,,,,
1,2017-01-03,112.86,112.87,111.68,112.4,3381617,72450370885,22198207153800,,,,,,,
2,2017-01-04,112.65,114.2,112.46,114.06,4187696,98915929795,22521168661990,,,,,,,
3,2017-01-05,114.24,114.29,113.73,114.02,4464512,73946934795,22514462402305,,,,,,,
4,2017-01-06,112.71,114.4,112.42,114.13,18846156,121911249695,22537835720465,,,,,,,
5,2017-01-09,114.08,114.08,111.4,111.79,8048081,102032730985,22077587605930,,,,,,,
6,2017-01-10,111.39,111.77,110.21,110.67,5129700,94770067790,21855868466530,,,,,,,
7,2017-01-11,110.63,112.03,110.63,111.84,4967967,81105081865,22085861845640,,,,,,,
8,2017-01-12,112.21,112.95,111.52,112.86,6414160,79242923645,22285397943445,,,,,,,
9,2017-01-13,112.76,113.08,111.98,112.94,6309946,76385662555,22298655449535,,,,,,,
10,2017-01-16,113.13,113.18,111.08,111.87,3834600,54768792305,22087515065020,,,,,,,
11,2017-01-17,111.92,112.22,111.5,111.84,3116853,47205171455,22081389019915,,,,,,,
12,2017-01-18,111.68,111.73,110.58,111.34,3625594,51885007075,21982679751370,,,,,,,
13,2017-01-19,111.24,111.65,109.72,109.92,5495149,82103758370,21706029029950,,,,,,,
14,2017-01-20,109.41,109.61,108.21,108.79,6024823,86480901770,21481699595555,,28.55153811467418,,,,,
15,2017-01-23,108.88,110.02,108.55,108.87,4501967,53594166736,21495656488220,,29.33710373690212,,,,,
16,2017-01-24,108.68,109.08,108.14,108.98,5705426,57470621735,21518469490665,,30.46912519910783,,,,,
17,2017-01-25,108.83,108.91,106.43,106.87,5408601,93900630960,21101319141435,,22.893088528775984,,,,,
18,2017-01-26,107.25,109.96,107.18,109.24,4701513,98793478360,21566673022625,,40.722043261548855,,,,,
19,2017-01-31,109.73,109.91,108.96,109.47,4329298,66997905390,21611784239435,111.2055,42.12072791118153,107.24915079903202,111.2055,115.16184920096798,7.1153840429978334,0.28066900672273987
20,2017-02-01,110.17,112.69,110.12,112.48,5913219,121774332770,22202917214930,111.21900000000001,56.56485252298325,107.24722004637721,111.21900000000001,115.19077995362281,7.142268773541931,0.6587449474447588
21,2017-02-02,112.29,113.3,110.89,111.11,7880583,148764522015,21928382730560,111.15449999999998,50.39981324352166,107.21980572979297,111.15449999999998,115.089194270207,7.079685069353051,0.49434517691286295
22,2017-02-03,111.45,111.85,110.43,111.01,6702519,110481860255,21907331027590,111.002,49.97168165753149,107.30002971378754,111.002,114.70397028621245,6.670096549994518,0.5010805057012214
23,2017-02-06,111.58,111.95,110.47,110.93,4299239,77431644495,21891893909065,110.8475,49.60862018845063,107.41406513095123,110.8475,114.28093486904876,6.194880117366233,0.5120142078045108
24,2017-02-07,110.81,111.08,110.18,111.08,3907529,61153518430,21921195716365,110.69500000000001,50.33719375011518,107.6044822440245,110.69500000000001,113.78551775597552,5.583843454492997,0.5622872978573887
