,시가,고가,저가,종가,거래량,거래대금,상장시가총액,날짜,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,316.13,320.69,315.08,319.8,3362953,67964504065,27976300307660,2017-01-02,,,,,,,
1,320.59,323.27,319.09,321.72,7127417,148110295575,28022759244700,2017-01-03,,,,,,,
2,323.16,323.16,313.94,314.36,6402202,191007418375,27254663270180,2017-01-04,,,,,,,
3,318.06,322.11,316.91,320.68,11140710,169687957892,27749127520280,2017-01-05,,,,,,,
4,320.77,324.85,318.81,324.25,7716641,146686170485,28024466149720,2017-01-06,,,,,,,
5,324.28,325.92,321.77,323.03,7936519,131792584385,27903153722540,2017-01-09,,,,,,,
6,322.93,327.41,322.4,325.4,8053337,139760927477,28076347110760,2017-01-10,,,,,,,
7,326.34,332.68,325.3,331.09,8596779,157792635170,28576195899760,2017-01-11,,,,,,,
8,331.47,333.36,329.62,331.59,6456479,116250508530,28626555505400,2017-01-12,,,,,,,
9,331.41,331.66,326.9,329.59,5385816,110352672445,28468077798060,2017-01-13,,,,,,,
10,329.41,329.44,323.83,325.83,7136319,116966123535,27926015795460,2017-01-16,,,,,,,
11,326.44,329.67,325.34,325.66,5313164,125512904130,27963154450700,2017-01-17,,,,,,,
12,326.39,326.65,321.52,323.89,4112262,89461214455,29792793048600,2017-01-18,,,,,,,
13,324.26,326.49,318.99,319.76,6121041,105816069585,29435102444940,2017-01-19,,,,,,,
14,318.93,321.83,317.74,317.93,4795295,95204576310,29272724199320,2017-01-20,,40.344476330475345,,,,,
15,319.59,320.34,316.84,316.98,5133695,81977804940,29176152925260,2017-01-23,,38.782541459172855,,,,,
16,316.82,318.85,314.58,317.69,6733044,108328949725,29259569499800,2017-01-24,,40.632438161969766,,,,,
17,320.09,321.13,310.98,311.95,7490103,126141427715,28716795482780,2017-01-25,,32.1689823356267,,,,,
18,313.32,316.15,310.29,315.02,5661672,94819604840,28987996858500,2017-01-26,,39.43516861802417,,,,,
19,313.3,313.94,309.26,310.24,4520861,106152975630,28510514269960,2017-01-31,321.323,33.430427017431576,309.5691272765101,321.323,333.0768727234899,7.315923680215799,0.02853836940692783
20,311.33,321.45,311.25,320.9,6295554,126496716645,29495226642660,2017-02-01,321.378,51.25606849721694,309.64286881198166,321.378,333.1131311880183,7.303008412534977,0.47963380245428994
21,320.02,324.3,319.05,320.64,5558579,116938200105,29527412449840,2017-02-02,321.32399999999996,50.89807791209858,309.5857217616892,321.32399999999996,333.06227823831074,7.306194519121376,0.47086455159294294
22,321.11,322.05,317.24,318.43,5423402,105962089150,29384319566280,2017-02-03,321.52750000000003,47.839519812329414,310.14342713480806,321.52750000000003,332.911572865192,7.081243666679812,0.3639546655805865
23,321.49,323.26,318.76,322.12,3950905,82028351140,29754220871020,2017-02-06,321.5995,52.925977529779196,310.2195641917452,321.5995,332.9794358082548,7.077085510552598,0.5228691975407482
24,318.17,320.45,315.04,319.78,10314285,151290066660,29586350059720,2017-02-07,321.376,49.62139215175044,310.0375602484292,321.376,332.71443975157075,7.056183256727805,0.42961994617562344
25,320.15,321.94,318.27,319.57,4437253,80351631410,29610613424280,2017-02-08,321.203,49.32375145660548,309.86520109545063,321.203,332.5407989045493,7.059584689152558,0.42798425806684876
26,320.48,325.32,318.75,323.94,5177490,117561744165,30005094708260,2017-02-09,321.13,55.32857192865642,309.8827941247614,321.13,332.3772058752386,7.004768084724935,0.624919914829086
27,326.15,327.82,324.88,327.08,8362057,172522748905,30250404076660,2017-02-10,320.9295,59.080533863637385,310.27215422349445,320.9295,331.5868457765056,6.641549484547581,0.7885568381181234
28,329.58,332.04,328.13,329.79,6579874,142205876320,30475681604800,2017-02-13,320.8395,62.043578375478425,310.5186929094667,320.8395,331.16030709053325,6.433626215309066,0.9336143443767038
29,330.94,332.0,327.06,328.62,4747607,105164537505,30352883421240,2017-02-14,320.791,60.02276832726914,310.62720956532445,320.791,330.95479043467554,6.336705477819233,0.8851417465914098
30,330.65,331.18,328.51,330.75,3903121,90150539055,30534842496360,2017-02-15,321.037,62.42235602802597,310.1825721477361,321.037,331.89142785226386,6.762103964504953,0.9474210954368362
31,330.2,330.96,323.15,324.2,8387776,128235048415,30022955192120,2017-02-16,320.964,52.07161708928963,310.2158012671889,320.964,331.7121987328111,6.697448145468707,0.6505368518225028
32,322.03,323.34,318.29,320.72,6468405,128795108150,29702132851140,2017-02-17,320.8055,47.55939803454659,310.1414060863099,320.8055,331.46959391369006,6.6483236189467245,0.4959912206000827
33,322.31,322.38,318.5,320.68,5452241,126051121815,29812920217180,2017-02-20,320.85150000000004,47.50843851819945,310.19791041714103,320.85150000000004,331.50508958285906,6.640822675199593,0.491951069699739
34,321.63,328.43,321.16,327.48,5763572,162743674705,30481290237680,2017-02-21,321.329,56.11680574653012,310.3897442666331,321.329,332.2682557333669,6.808757213551784,0.7811434411044179
35,328.97,336.26,327.1,335.15,11099755,235223556960,31100830208420,2017-02-22,322.2375,63.40645891101834,309.957961124293,322.2375,334.51703887570704,7.6214213899419105,1.0257730005458567
36,336.92,337.13,332.96,335.08,7734205,160661451950,31063584714860,2017-02-23,323.10699999999997,63.30310640423371,309.8174189682293,323.10699999999997,336.39658103177067,8.226117683473708,0.9504656682320082
37,335.24,336.36,331.63,333.48,6981524,133454042375,30901651601480,2017-02-24,324.1835,60.86116951981246,311.19883015437057,324.1835,337.1681698456294,8.010691380424612,0.8579798373976063
38,335.46,337.66,333.99,334.68,7329549,134299355205,31038864380620,2017-02-27,325.1665,62.04377099804051,312.1289445926394,325.1665,338.20405540736056,8.019002823083296,0.8648498396650731
39,333.05,340.61,329.31,339.44,13190486,335537955780,31616069873720,2017-02-28,326.62649999999996,66.38288803185948,314.07110550201645,326.62649999999996,339.1818944979835,7.687921523809926,1.0102786695415256
40,342.51,346.92,338.09,341.47,11944227,257407262763,31778985321040,2017-03-02,327.65500000000003,68.05987132418167,313.83783603629195,327.65500000000003,341.4721639637081,8.433971075495922,0.9999216929134745
41,340.01,342.9,338.69,340.87,7504561,169972385785,31803421505060,2017-03-03,328.6665,66.99607715630084,314.1094848183086,328.6665,343.22351518169137,8.858228740496147,0.9191621650346486
42,340.53,344.27,337.17,341.94,8537190,160795904215,31815088636440,2017-03-06,329.842,67.95792058984752,314.9873891333367,329.842,344.69661086666326,9.007106958278982,0.9072136291079272
43,343.6,355.89,343.44,355.17,16390736,285466191850,32922314779320,2017-03-07,331.49449999999996,76.91593652970191,313.43592588685385,331.49449999999996,349.55307411314607,10.895248104053678,1.155519639913458
44,355.52,356.39,350.42,350.84,8469080,168137517085,32560301591560,2017-03-08,333.0475,70.01663524831827,313.9721589807682,333.0475,352.1228410192318,11.455027297446648,0.9663743621165544
